Date,close
,META
2025-02-05,703.7020263671875
2025-02-06,710.8101806640625
2025-02-07,713.3359985351562
2025-02-10,716.2112426757812
2025-02-11,718.6072387695312
2025-02-12,724.1780395507812
2025-02-13,727.352783203125
2025-02-14,735.4493408203125
2025-02-18,715.1829223632812
2025-02-19,702.6038818359375
2025-02-20,693.6886596679688
2025-02-21,682.4172973632812
2025-02-24,667.0228881835938
2025-02-25,656.4105224609375
2025-02-26,672.5836791992188
2025-02-27,657.1492919921875
2025-02-28,667.0927734375
2025-03-03,653.9645385742188
2025-03-04,638.939453125
2025-03-05,655.3822021484375
2025-03-06,626.8894653320312
2025-03-07,624.6232299804688
2025-03-10,596.9990844726562
2025-03-11,604.7063598632812
2025-03-12,618.5333862304688
2025-03-13,589.6613159179688
2025-03-14,607.1328125
2025-03-17,604.4349365234375
2025-03-18,581.9122314453125
2025-03-19,583.6109619140625
2025-03-20,585.5494384765625
2025-03-21,595.7915649414062
2025-03-24,618.3742065429688
2025-03-25,625.8284912109375
2025-03-26,610.51025390625
2025-03-27,602.11669921875
2025-03-28,576.2965698242188
2025-03-31,575.9168701171875
2025-04-01,585.5494384765625
2025-04-02,583.4810180664062
2025-04-03,531.2112426757812
2025-04-04,504.3419494628906
2025-04-07,515.8530883789062
2025-04-08,510.05755615234375
2025-04-09,585.3196411132812
2025-04-10,545.8699951171875
2025-04-11,543.152099609375
2025-04-14,531.0713500976562
2025-04-15,521.1190795898438
2025-04-16,501.9237976074219
2025-04-17,501.0944519042969
2025-04-21,484.2873840332031
2025-04-22,499.8953552246094
2025-04-23,519.8699951171875
2025-04-24,532.7401123046875
2025-04-25,546.8492431640625
2025-04-28,549.3173217773438
2025-04-29,554.0137329101562
2025-04-30,548.577880859375
2025-05-01,571.7700805664062
2025-05-02,596.56103515625
2025-05-05,598.8092651367188
2025-05-06,586.8584594726562
2025-05-07,596.3511352539062
2025-05-08,597.5502319335938
2025-05-09,592.0344848632812
2025-05-12,638.9383544921875
2025-05-13,655.525634765625
2025-05-14,658.85302734375
2025-05-15,643.3849487304688
2025-05-16,639.8477172851562
2025-05-19,639.9376220703125
2025-05-20,636.6101684570312
2025-05-21,635.0114135742188
2025-05-22,636.08056640625
2025-05-23,626.577880859375
2025-05-27,641.826171875
2025-05-28,643.085205078125
2025-05-29,644.5540771484375
2025-05-30,646.9921875
2025-06-02,670.3842163085938
2025-06-03,666.3372802734375
2025-06-04,687.4210815429688
2025-06-05,684.0936279296875
2025-06-06,697.173583984375
2025-06-09,693.5263671875
2025-06-10,701.8599853515625
2025-06-11,693.6063232421875
2025-06-12,692.826904296875
2025-06-13,682.344970703125
2025-06-16,702.1199951171875
2025-06-17,697.22998046875
2025-06-18,695.77001953125
2025-06-20,682.3499755859375
2025-06-23,698.530029296875
2025-06-24,712.2000122070312
2025-06-25,708.6799926757812
2025-06-26,726.0900268554688
2025-06-27,733.6300048828125
2025-06-30,738.0900268554688
2025-07-01,719.219970703125
2025-07-02,713.5700073242188
2025-07-03,719.010009765625
2025-07-07,718.3499755859375
2025-07-08,720.6699829101562
2025-07-09,732.780029296875
2025-07-10,727.239990234375
2025-07-11,717.510009765625
2025-07-14,720.9199829101562
2025-07-15,710.3900146484375
2025-07-16,702.9099731445312
2025-07-17,701.4099731445312
2025-07-18,704.280029296875
2025-07-21,712.969970703125
2025-07-22,704.8099975585938
2025-07-23,713.5800170898438
2025-07-24,714.7999877929688
2025-07-25,712.6799926757812
2025-07-28,717.6300048828125
2025-07-29,700.0
2025-07-30,695.2100219726562
2025-07-31,773.4400024414062
2025-08-01,750.010009765625
